ref;lat;lon;addr:full;addr:state;addr:ISO3166-2-lvl4;addr:district;addr:municipality;addr:city;addr:road;addr:postcode;fuel:lpg;fuel:diesel;fuel:octane_92;fuel:octane_95;fuel:octane_98;fuel:adblue;toilets;internet_access:wifi;generator;amenity:charging_station;service:coffee;shop;parking;compressed_air;payment:terminal;invincibility_point;amenity:fast_food;name;name:en;name:uk;brand;brand:uk;brand:en;operator;contact:phone;contact:email;contact:website;opening_hours;amenity;brand:wikidata;brand:wikipedia;contact:facebook;contact:instagram;contact:twitter;contact:tiktok;contact:youtube;contact:linkedin
09/011;50.407984;30.504901;"м. Київ; проспект Лобановського Валерія; буд. 115";Київська область;UA-30;Голосіївський;Київська міська рада;м. Київ;проспект Лобановського В. 115;03118;;yes;yes;yes;yes;;yes;yes;yes;;yes;yes;yes;yes;yes;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/010;50.340878;30.552958;"м. Київ; Столичне шосе; 104/2";Київська область;UA-30;Голосіївський;Київська міська рада;м. Київ;шосе Столичне 104/2;04000;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;yes;yes;yes;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/024;48.936266;30.9811;"Черкаська обл.; Катеринопільський р-н; смт. Катеринопіль; вул. Козацька; буд. 2-А";Черкаська область;UA-71;Звенигородський;Катеринопільська селищна громада;с-ще Катеринопіль;вулиця Козацька 2-А;20500;;yes;yes;yes;yes;;yes;;yes;;;yes;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/041;49.096295;30.411735;"Черкаська обл.; Маньківський р.; смт Буки; вул. Пушкіна; буд. 4-А";Черкаська область;UA-71;Уманський;Буцька селищна громада;с-ще Буки;вулиця Пушкіна 4А;20114;;yes;yes;yes;yes;;yes;;yes;;;yes;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/019;49.202209;32.444868;"Черкаська обл.; Чигиринський р-н; с. Трушівці; вул. Черкаська; буд. 50";Черкаська область;UA-71;Чигиринський;Чигиринська міська громада;с. Трушівці;вулиця Черкаська 50;20922;;yes;yes;yes;yes;yes;yes;;yes;;;yes;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
25/002;50.601765;32.328354;"Чернігівська обл.; м. Прилуки; вул. Вавілова; 26-А";Чернігівська область;UA-74;Прилуцький;Прилуцька міська громада;м. Прилуки;вулиця Вавілова 26А;17504;;yes;yes;yes;yes;;yes;;yes;;;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/033;50.593345;30.870073;"Київська область; Броварський район/м.Бровари р-н; смт.Велика Димерка Леніна; буд. 1";Київська область;UA-32;Броварський;Великодимерська селищна громада;с-ще Велика Димерка;"; вул. Соборна; 1";07442;;yes;yes;yes;yes;;yes;yes;yes;;yes;yes;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
3010;48.542261;35.090622;"Дніпропетровська обл.; смт.Слобожанське (колишня назва Ювілейне); вул.Дружби; 6";Дніпропетровська область;UA-12;Дніпровський;Слобожанська селищна громада;смт. Слобожанське;вулиця Дружби 6;52005;;;yes;yes;yes;;yes;yes;yes;yes;yes;yes;yes;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17003;49.97118;24.478376;"Львівська обл.; с.Старий Милятин; тр.Київ-Чоп 499.5км";Львівська область;UA-46;Буський;Буська міська громада;с. Старий Милятин;  ;80540;;;yes;yes;yes;;yes;;yes;;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
10/014;48.508626;32.195495;"Кіровоградська обл.; м. Кропивницький; пр. Промисловий; 22";Кіровоградська область;UA-35;Кропивницький;Кропивницька міська громада;м. Кропивницький;проспект Промисловий 22;25031;;yes;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
23/040;49.397568;32.063047;"Черкаська обл.; м. Черкаси; пр. Хіміків; буд. 74/1";Черкаська область;UA-71;Черкаський;Черкаська міська громада;м. Черкаси;проспект Хіміків 74/1;18028;;yes;yes;yes;yes;;yes;;yes;;;yes;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/007;49.515512;25.606926;"м. Тернопіль; вул. Микулинецька; буд. 97-А";Тернопільська область;UA-61;Тернопільський;Тернопільська міська громада;м. Тернопіль;вулиця Микулинецька 97А;46005;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;;yes;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
07/020;47.938707;35.457393;"Запорізька обл.; Вільнянський район; с. Павлівське; вул. Степова; буд. 2-В";Запорізька область;UA-23;Запорізький;Павлівська сільська громада;с. Павлівське;вулиця Степова 2-в;70005;yes;yes;yes;yes;yes;;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
17/002;50.615569;26.654504;"Рівненська обл.; Гощанський р-н; смт. Гоща; вул. Рівненська; буд. 80";Рівненська область;UA-56;Рівненський;Гощанська селищна громада;с-ще Гоща;вулиця Рівненська 80;35425;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;yes;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
24/025;48.266651;25.961355;"м. Чернівці; вул. Миколаївська; буд. 7";Чернівецька область;UA-77;Чернiвецький;Чернівецька міська громада;м. Чернівці;вулиця Миколаївська 7;58009;;yes;yes;yes;yes;yes;yes;;yes;;yes;;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
01/009;49.249817;28.368981;"Вінницька обл.; Вінницький р-н.; с. Якушинці; траса Львів-Кіровоград-Знамянка км 353+180 (праворуч)";Вінницька область;UA-05;Вінницький;Якушинецька сільська громада;с. Якушинці;  ;23222;;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;;;;;;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
4002;47.831535;35.156153;"Запоріжжя; вул.Першотравнева; 2-Б";Запорізька область;UA-23;Запорізький;Запорізька міська громада;м. Запоріжжя;вулиця Першотравнева 2б;69061;;;yes;yes;yes;;yes;;;;yes;yes;yes;yes;yes;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
19/002;49.54065;25.565648;"м.Тернопіль; вул.С.Будного; 13";Тернопільська область;UA-61;Тернопільський;Тернопільська міська громада;м. Тернопіль;вулиця С.Будного 13;46400;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
7003;46.659842;32.593614;"Херсон; вул.Полковника Кедровського; 1";Херсонська область;UA-65;Херсонський;Херсонська міська громада;м. Херсон;вулиця Полковника Кедровського 1;73009;;;yes;yes;yes;;yes;;yes;;yes;yes;;;;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
2118;49.763952;30.128996;"Київська обл.; м.Біла Церква; вул.Таращанська; 199";Київська область;UA-32;Дніпровський;Білоцерківська міська громада;м. Біла Церква;вулиця Таращанська 199;09106;;;yes;yes;yes;;yes;yes;yes;;yes;yes;;yes;yes;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
2023;49.79002;30.129951;"Київська обл.; м.Біла Церква; вул.Павліченко; 49-А";Київська область;UA-32;Білоцерківський;Білоцерківська міська громада;м. Біла Церква;вулиця Павліченко 49а;09107;;;yes;yes;yes;;yes;yes;yes;;yes;yes;;yes;yes;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
3008;48.519269;35.883118;"Дніпропетровська обл.; м.Павлоград; вул.І. Сірка (колишня назва Котовського); 279-А";Дніпропетровська область;UA-12;Павлоградський;Павлоградська міська громада;м. Павлоград;вулиця Сірка Івана 279а;51411;;;yes;yes;yes;;yes;yes;yes;;yes;yes;;yes;yes;;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
09/017;50.639241;30.427681;"Київська обл.; Вишгородський район; с. Старі Петрівці; вул. Князя Святослава; буд. 1";Київська область;UA-32;Вишгородський;Петрівська сільська громада;с. Старі Петрівці; Князя Святослава 1;07353;;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;;yes;yes;yes;Укрнафта;Ukrnafta;Укрнафта;UKRNAFTA;Укрнафта;Ukrnafta;ПАТ Укрнафта;0800404000;hotline@ukrnafta.com;https://ukrnafta.com;24/7;fuel;Q2447961;	uk:Укрнафта;https://www.facebook.com/Ukrnafta;https://www.instagram.com/ukrnafta_azk;https://x.com/Ukrnafta_com;https://www.tiktok.com/@ukrnafta_people;https://www.youtube.com/@Ukrnafta_azk;https://ua.linkedin.com/company/ukrnaftapeople
